+000.03,+000.03,-000.04,+345.00,+022.34
+000.03,+000.03,-000.05,+345.01,+022.36
+000.02,+000.03,-000.04,+345.01,+022.36
+000.02,+000.03,-000.04,+345.01,+022.36
+000.02,+000.02,-000.04,+345.01,+022.36
+000.02,+000.03,-000.04,+345.01,+022.36
+000.02,+000.03,-000.05,+345.01,+022.36
+000.01,+000.03,-000.05,+345.01,+022.36
+000.02,+000.04,-000.05,+345.01,+022.36
+000.01,+000.04,-000.06,+345.00,+022.34
+000.02,+000.05,-000.06,+345.00,+022.34
+000.02,+000.04,-000.05,+344.99,+022.33
+000.02,+000.04,-000.05,+344.99,+022.33
+000.02,+000.04,-000.05,+344.99,+022.33
+000.02,+000.04,-000.05,+344.99,+022.33
+000.01,+000.03,-000.05,+344.98,+022.31
+000.02,+000.03,-000.05,+344.98,+022.31
+000.01,+000.03,-000.05,+344.98,+022.31
+000.01,+000.03,-000.05,+344.97,+022.29
+000.02,+000.03,-000.05,+344.97,+022.29
+000.01,+000.02,-000.05,+344.97,+022.29
+000.01,+000.02,-000.05,+344.97,+022.29
+000.01,+000.02,-000.05,+344.97,+022.29
+000.01,+000.02,-000.05,+344.98,+022.31
+000.01,+000.02,-000.05,+344.97,+022.29
+000.01,+000.02,-000.05,+344.97,+022.29
+000.01,+000.01,-000.04,+344.97,+022.29
+000.01,+000.02,-000.04,+344.97,+022.29
+000.01,+000.02,-000.04,+344.97,+022.29
+000.01,+000.01,-000.04,+344.98,+022.31
+000.01,+000.01,-000.04,+344.97,+022.29
+000.01,+000.01,-000.03,+344.98,+022.31
+000.01,+000.01,-000.03,+344.98,+022.31
+000.00,+000.01,-000.03,+344.98,+022.31
+000.01,+000.01,-000.03,+344.98,+022.31
+000.01,+000.01,-000.03,+344.98,+022.31
+000.00,+000.01,-000.03,+344.98,+022.31
+000.00,+000.01,-000.03,+344.98,+022.31
+000.00,+000.01,-000.03,+344.98,+022.31
+000.00,+000.01,-000.03,+344.99,+022.33
+000.00,+000.01,-000.03,+344.98,+022.31
+000.01,+000.01,-000.03,+344.99,+022.33
+000.00,+000.01,-000.03,+344.99,+022.33
+000.00,+000.01,-000.02,+344.99,+022.33
+000.00,+000.01,-000.03,+344.99,+022.33
+000.00,+000.01,-000.03,+344.99,+022.33
+000.00,+000.01,-000.03,+344.99,+022.33
+000.00,+000.01,-000.03,+345.00,+022.34
-000.01,+000.01,-000.03,+345.00,+022.34
-000.01,+000.01,-000.03,+345.00,+022.34
-000.01,+000.00,-000.03,+345.00,+022.34
-000.01,+000.01,-000.03,+345.00,+022.34
-000.01,+000.01,-000.02,+345.00,+022.34
-000.02,+000.00,-000.02,+345.00,+022.34
-000.02,+000.00,-000.02,+345.00,+022.34
-000.03,+000.00,-000.02,+345.01,+022.36
-000.03,+000.00,-000.02,+345.01,+022.36
-000.04,+000.00,-000.01,+345.00,+022.34
-000.05,+000.00,-000.01,+345.00,+022.34
-000.05,+000.00,-000.01,+345.01,+022.36
-000.06,+000.01,+000.00,+345.01,+022.36
-000.07,+000.02,+000.00,+345.01,+022.36
-000.07,+000.03,+000.00,+345.02,+022.38
-000.07,+000.04,+000.00,+345.01,+022.36
-000.06,+000.05,+000.00,+345.01,+022.36
-000.05,+000.07,+000.00,+345.01,+022.36
-000.04,+000.08,-000.01,+345.01,+022.36
-000.04,+000.08,-000.01,+345.02,+022.38
-000.05,+000.08,-000.02,+345.02,+022.38
-000.04,+000.08,-000.02,+345.02,+022.38
-000.03,+000.08,-000.02,+345.02,+022.38
-000.02,+000.08,-000.02,+345.02,+022.38
-000.02,+000.08,-000.02,+345.02,+022.38
-000.01,+000.08,-000.02,+345.01,+022.36
-000.01,+000.07,-000.02,+345.01,+022.36
+000.00,+000.07,-000.02,+345.01,+022.36
+000.00,+000.06,-000.02,+345.00,+022.34
+000.00,+000.06,-000.02,+345.01,+022.36
+000.00,+000.06,-000.02,+345.02,+022.38
+000.00,+000.06,-000.02,+345.02,+022.38
+000.00,+000.06,-000.02,+345.02,+022.38
-000.01,+000.06,-000.02,+345.02,+022.38
+000.00,+000.05,-000.02,+345.01,+022.36
+000.00,+000.05,-000.02,+345.01,+022.36
+000.00,+000.05,-000.02,+345.01,+022.36
+000.00,+000.05,-000.02,+345.01,+022.36
+000.00,+000.05,-000.02,+345.02,+022.38
+000.00,+000.05,-000.02,+345.02,+022.38
+000.00,+000.05,-000.02,+345.02,+022.38
-000.01,+000.05,-000.02,+345.03,+022.39
+000.00,+000.05,-000.02,+345.03,+022.39
+000.00,+000.05,-000.03,+345.03,+022.39
+000.00,+000.05,-000.02,+345.03,+022.39
+000.00,+000.05,-000.02,+345.04,+022.41
+000.00,+000.05,-000.02,+345.04,+022.41
+000.01,+000.05,-000.03,+345.04,+022.41
+000.01,+000.05,-000.02,+345.04,+022.41
+000.01,+000.05,-000.03,+345.04,+022.41
+000.01,+000.05,-000.02,+345.04,+022.41
+000.01,+000.05,-000.02,+345.05,+022.43
+000.02,+000.05,-000.02,+345.05,+022.43
+000.01,+000.05,-000.02,+345.05,+022.43
+000.01,+000.05,-000.02,+345.05,+022.43
+000.01,+000.05,-000.02,+345.04,+022.41
+000.01,+000.04,-000.02,+345.04,+022.41
+000.01,+000.04,-000.02,+345.05,+022.43
+000.01,+000.04,-000.02,+345.05,+022.43
+000.01,+000.04,-000.02,+345.04,+022.41
+000.01,+000.04,-000.02,+345.05,+022.43
+000.01,+000.04,-000.02,+345.05,+022.43
+000.01,+000.04,-000.02,+345.05,+022.43
+000.01,+000.04,-000.02,+345.05,+022.43
+000.01,+000.03,-000.02,+345.04,+022.41
+000.01,+000.03,-000.02,+345.04,+022.41
+000.02,+000.03,-000.02,+345.03,+022.39
