-0.08,-2.1,0.01,343.95,20.56
-0.09,-2.12,0.01,343.95,20.56
-0.1,-2.12,0.01,343.96,20.57
-0.12,-2.13,0.01,343.96,20.57
-0.14,-2.14,0.01,343.97,20.59
-0.15,-2.15,0.01,343.97,20.59
-0.16,-2.17,0.01,343.97,20.59
-0.16,-2.19,0.02,343.97,20.59
-0.16,-2.2,0.03,343.96,20.57
-0.15,-2.22,0.03,343.95,20.56
-0.14,-2.22,0.04,343.94,20.54
-0.15,-2.2,0.04,343.93,20.52
-0.18,-2.21,0.04,343.93,20.52
-0.22,-2.23,0.04,343.92,20.51
-0.23,-2.31,0.02,343.92,20.51
-0.21,-2.31,0.1,343.91,20.49
-0.15,-2.3,0.15,343.9,20.47
-0.07,-2.2,0.06,343.9,20.47
-0.1,-2.19,0.05,343.9,20.47
-0.12,-2.24,0.07,343.89,20.45
-0.12,-2.19,0.07,343.88,20.44
-0.11,-2.16,0.03,343.89,20.45
-0.12,-2.17,-0.02,343.89,20.45
-0.15,-2.17,-0.07,343.89,20.45
-0.18,-2.17,-0.15,343.91,20.49
-0.15,-2.18,-0.29,343.91,20.49
-0.15,-2.41,-0.49,343.91,20.49
-0.4,-2.24,0.02,343.89,20.46
-0.17,-2.37,0.04,343.88,20.44
-0.15,-2.33,0.02,343.89,20.46
-0.17,-2.32,0.01,343.9,20.47
-0.18,-2.28,0.0,343.91,20.49
-0.19,-2.23,-0.03,343.92,20.51
-0.18,-2.12,-0.05,343.94,20.54
-0.28,-2.23,-0.06,343.94,20.54
-0.35,-1.84,0.24,343.92,20.51
-0.01,-1.51,0.12,343.9,20.47
-0.06,-2.11,0.21,343.89,20.45
-0.07,-2.14,0.04,343.88,20.44
-0.07,-2.19,-0.01,343.89,20.45
-0.07,-2.21,-0.04,343.89,20.45
-0.04,-2.21,-0.04,343.9,20.47
-0.04,-2.21,-0.05,343.91,20.49
-0.03,-2.21,-0.06,343.92,20.51
-0.04,-2.22,-0.06,343.92,20.51
-0.05,-2.23,-0.05,343.93,20.52
-0.06,-2.25,-0.05,343.93,20.52
-0.05,-2.31,-0.02,343.92,20.51
-0.17,-2.14,0.13,343.93,20.52
-0.08,-2.18,0.01,343.93,20.52
-0.11,-2.19,-0.01,343.94,20.54
-0.11,-2.2,0.0,343.94,20.54
-0.1,-2.2,0.0,343.94,20.54
-0.11,-2.19,-0.01,343.94,20.54
-0.1,-2.17,-0.01,343.96,20.57
-0.13,-2.17,-0.02,343.96,20.57
-0.14,-2.16,-0.04,343.97,20.59
-0.15,-2.18,-0.08,343.98,20.61
-0.16,-2.21,-0.1,343.98,20.61
-0.19,-2.31,-0.1,343.98,20.61
-0.2,-2.31,-0.05,343.97,20.59
-0.23,-2.29,0.0,343.96,20.57
-0.26,-2.23,0.09,343.96,20.57
-0.08,-2.28,-0.03,343.95,20.56
-0.07,-2.18,-0.04,343.94,20.54
-0.08,-2.17,-0.03,343.94,20.54
-0.08,-2.19,-0.02,343.95,20.56
-0.11,-2.2,0.0,343.97,20.59
-0.13,-2.18,0.03,343.99,20.62
-0.14,-2.15,0.03,344.0,20.64
-0.13,-2.16,0.0,344.02,20.68
-0.13,-2.2,-0.01,344.02,20.68
-0.12,-2.21,0.01,344.03,20.69
-0.1,-2.19,0.02,344.04,20.71
-0.11,-2.19,0.01,344.03,20.69
-0.11,-2.16,-0.01,344.03,20.69
-0.11,-2.16,-0.02,344.04,20.71
-0.12,-2.17,-0.04,344.03,20.69
-0.12,-2.18,-0.06,344.03,20.69
-0.09,-2.2,-0.09,344.02,20.68
-0.09,-2.23,-0.1,344.01,20.66
-0.09,-2.27,-0.11,344.0,20.64
-0.1,-2.34,-0.03,343.99,20.63
-0.16,-2.27,0.02,344.0,20.64
-0.17,-2.22,0.07,343.99,20.63
-0.15,-2.16,0.05,343.99,20.62
-0.12,-2.16,0.02,344.0,20.64
-0.14,-2.17,0.0,344.01,20.66
-0.13,-2.19,-0.01,344.01,20.66
-0.1,-2.2,-0.02,344.0,20.64
-0.1,-2.22,-0.02,344.0,20.64
-0.1,-2.22,-0.03,343.99,20.62
-0.09,-2.2,-0.02,343.98,20.61
-0.13,-2.2,-0.01,343.98,20.61
-0.16,-2.22,-0.01,343.98,20.61
-0.04,-2.23,0.03,343.98,20.61
-0.09,-2.19,-0.01,343.96,20.57
-0.1,-2.18,-0.01,343.97,20.59
-0.12,-2.18,-0.02,343.98,20.61
-0.14,-2.2,-0.01,343.98,20.61
-0.05,-2.24,-0.01,343.97,20.59
-0.04,-2.15,0.04,343.96,20.57
-0.09,-2.15,0.01,343.96,20.57
-0.12,-2.19,-0.01,343.96,20.57
-0.12,-2.21,-0.01,343.97,20.59
-0.14,-2.19,0.0,343.98,20.61
-0.18,-2.18,0.0,344.0,20.64
-0.2,-2.18,-0.04,344.01,20.66
-0.17,-2.24,-0.13,344.02,20.68
-0.06,-2.28,-0.13,344.02,20.68
0.07,-2.09,-0.06,344.0,20.64
-0.1,-2.02,-0.24,344.0,20.64
0.13,-2.18,-0.51,344.0,20.64
0.24,-2.02,-0.24,343.98,20.61
-0.18,-2.16,0.18,343.97,20.59
-0.25,-2.26,0.12,343.95,20.56
-0.26,-2.17,0.13,343.96,20.57
-0.18,-2.17,0.08,343.97,20.59
-0.15,-2.16,0.06,343.99,20.62
-0.13,-2.13,0.06,344.01,20.66
-0.15,-2.12,0.03,344.03,20.69
-0.15,-2.15,-0.01,344.04,20.71
-0.16,-2.17,-0.01,344.05,20.73
-0.15,-2.17,0.0,344.07,20.76
-0.17,-2.17,0.02,344.08,20.78
