"TOA5","CR3000","CR3000","1586","CR3000.Std.07","CPU:lab1_TCs.CR3","48950","lab1_TCs"
"TIMESTAMP","RECORD","Batt_Volt_Min","temp_1_Avg","temp_2_Avg","temp_6_Avg","temp_7_Avg","temp_8_Avg","temp_9_Avg","temp_13_Avg","temp_14_Avg","volt_1_Avg","volt_2_Avg","volt_6_Avg","volt_7_Avg","volt_8_Avg","volt_9_Avg","volt_13_Avg","volt_14_Avg"
"TS","RN","Volts","degC","degC","degC","degC","degC","degC","degC","degC","microVolts","microVolts","microVolts","microVolts","microVolts","microVolts","microVolts","microVolts"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-01-17 12:53:10",162,12.91,18.45,"NAN",14.72,"NAN","NAN","NAN","NAN","NAN",-172.9,"NAN",-322.2,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:53:20",163,12.91,18.47,"NAN",14.74,"NAN","NAN","NAN","NAN","NAN",-172.3,"NAN",-321.6,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:53:30",164,12.9,18.48,"NAN",14.75,"NAN","NAN","NAN","NAN","NAN",-172.2,"NAN",-320.9,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:53:40",165,12.91,18.49,"NAN",14.77,"NAN","NAN","NAN","NAN","NAN",-171.6,"NAN",-320.4,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:53:50",166,12.91,18.5,"NAN",14.79,"NAN","NAN","NAN","NAN","NAN",-171.3,"NAN",-319.5,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:54:00",167,12.91,18.5,"NAN",14.81,"NAN","NAN","NAN","NAN","NAN",-171.6,"NAN",-319,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:54:10",168,12.9,18.52,"NAN",14.83,"NAN","NAN","NAN","NAN","NAN",-171.5,"NAN",-318.4,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:54:20",169,12.9,18.53,"NAN",14.85,"NAN","NAN","NAN","NAN","NAN",-171.2,"NAN",-317.5,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:54:30",170,12.9,18.53,"NAN",14.86,"NAN","NAN","NAN","NAN","NAN",-170.8,"NAN",-316.8,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:54:40",171,12.91,18.53,"NAN",14.88,"NAN","NAN","NAN","NAN","NAN",-170.1,"NAN",-316.3,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:54:50",172,12.9,18.53,"NAN",14.9,"NAN","NAN","NAN","NAN","NAN",-170.1,"NAN",-315.8,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:55:00",173,12.9,18.49,"NAN",14.9,"NAN","NAN","NAN","NAN","NAN",-171.7,"NAN",-315.9,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:55:10",174,12.91,18.36,"NAN",14.83,"NAN","NAN","NAN","NAN","NAN",-177.1,"NAN",-318.7,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:55:20",175,12.91,18.41,"NAN",14.66,"NAN","NAN","NAN","NAN","NAN",-175.5,"NAN",-325.4,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:55:30",176,12.91,18.48,"NAN",14.52,"NAN","NAN","NAN","NAN","NAN",-173.1,"NAN",-331.3,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:55:40",177,12.9,18.56,"NAN",14.44,"NAN","NAN","NAN","NAN","NAN",-170.1,"NAN",-334.5,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:55:50",178,12.91,18.65,"NAN",20.62,"NAN","NAN","NAN","NAN","NAN",-166.2,"NAN",-84.6,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:56:00",179,12.9,19.48,"NAN",33.36,"NAN","NAN","NAN","NAN","NAN",-132.2,"NAN",435.6,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:56:10",180,12.91,27.5,"NAN",39.34,"NAN","NAN","NAN","NAN","NAN",194,"NAN",682.8,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:56:20",181,12.9,35.73,"NAN",42.59,"NAN","NAN","NAN","NAN","NAN",532.4,"NAN",819,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:56:30",182,12.9,37.28,"NAN",44.43,"NAN","NAN","NAN","NAN","NAN",595.7,"NAN",897,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:56:40",183,12.91,37.8,"NAN",45.51,"NAN","NAN","NAN","NAN","NAN",617.7,"NAN",942,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:56:50",184,12.91,38.07,"NAN",46.14,"NAN","NAN","NAN","NAN","NAN",628.8,"NAN",969,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:57:00",185,12.9,38.17,"NAN",46.46,"NAN","NAN","NAN","NAN","NAN",633,"NAN",983,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:57:10",186,12.9,38.24,"NAN",46.63,"NAN","NAN","NAN","NAN","NAN",635.9,"NAN",990,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:57:20",187,12.9,38.25,"NAN",46.69,"NAN","NAN","NAN","NAN","NAN",636.6,"NAN",992,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:57:30",188,12.9,38.24,"NAN",46.67,"NAN","NAN","NAN","NAN","NAN",636.1,"NAN",992,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:57:40",189,12.9,38.23,"NAN",46.66,"NAN","NAN","NAN","NAN","NAN",634.8,"NAN",990,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:57:50",190,12.9,38.19,"NAN",46.61,"NAN","NAN","NAN","NAN","NAN",633,"NAN",989,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:58:00",191,12.91,38.13,"NAN",46.54,"NAN","NAN","NAN","NAN","NAN",630.7,"NAN",985,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:58:10",192,12.9,38.07,"NAN",46.45,"NAN","NAN","NAN","NAN","NAN",628.3,"NAN",982,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:58:20",193,12.9,38.01,"NAN",46.37,"NAN","NAN","NAN","NAN","NAN",625.9,"NAN",978,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:58:30",194,12.9,37.97,"NAN",46.28,"NAN","NAN","NAN","NAN","NAN",623.6,"NAN",975,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:58:40",195,12.9,37.89,"NAN",46.18,"NAN","NAN","NAN","NAN","NAN",621.2,"NAN",970,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:58:50",196,12.9,37.84,"NAN",46.08,"NAN","NAN","NAN","NAN","NAN",617.9,"NAN",966,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:59:00",197,12.9,37.78,"NAN",45.97,"NAN","NAN","NAN","NAN","NAN",615.8,"NAN",961,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:59:10",198,12.9,37.73,"NAN",45.88,"NAN","NAN","NAN","NAN","NAN",613.7,"NAN",957,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:59:20",199,12.91,37.67,"NAN",45.79,"NAN","NAN","NAN","NAN","NAN",611.3,"NAN",953,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:59:30",200,12.9,37.62,"NAN",45.68,"NAN","NAN","NAN","NAN","NAN",608.9,"NAN",949,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:59:40",201,12.9,37.56,"NAN",45.58,"NAN","NAN","NAN","NAN","NAN",606,"NAN",944,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 12:59:50",202,12.9,37.49,"NAN",45.46,"NAN","NAN","NAN","NAN","NAN",603.7,"NAN",938,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:00:00",203,12.91,37.43,"NAN",45.33,"NAN","NAN","NAN","NAN","NAN",601,"NAN",933,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:00:10",204,12.9,37.36,"NAN",45.22,"NAN","NAN","NAN","NAN","NAN",598.1,"NAN",929,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:00:20",205,12.9,37.3,"NAN",45.13,"NAN","NAN","NAN","NAN","NAN",595.3,"NAN",925,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:00:30",206,12.9,37.24,"NAN",45.04,"NAN","NAN","NAN","NAN","NAN",592.6,"NAN",921,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:00:40",207,12.9,37.17,"NAN",44.96,"NAN","NAN","NAN","NAN","NAN",590,"NAN",917,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:00:50",208,12.91,37.11,"NAN",44.86,"NAN","NAN","NAN","NAN","NAN",587.4,"NAN",913,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:01:00",209,12.9,37.04,"NAN",44.77,"NAN","NAN","NAN","NAN","NAN",584.3,"NAN",909,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:01:10",210,12.91,36.98,"NAN",44.68,"NAN","NAN","NAN","NAN","NAN",581.5,"NAN",905,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:01:20",211,12.91,36.91,"NAN",44.59,"NAN","NAN","NAN","NAN","NAN",578.7,"NAN",901,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:01:30",212,12.9,36.85,"NAN",44.49,"NAN","NAN","NAN","NAN","NAN",576.6,"NAN",897,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:01:40",213,12.9,36.79,"NAN",44.39,"NAN","NAN","NAN","NAN","NAN",573.4,"NAN",893,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:01:50",214,12.9,36.74,"NAN",44.33,"NAN","NAN","NAN","NAN","NAN",571.3,"NAN",890,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:02:00",215,12.9,36.69,"NAN",44.25,"NAN","NAN","NAN","NAN","NAN",569.1,"NAN",886,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:02:10",216,12.9,36.64,"NAN",44.16,"NAN","NAN","NAN","NAN","NAN",567,"NAN",883,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:02:20",217,12.9,36.57,"NAN",44.07,"NAN","NAN","NAN","NAN","NAN",563.9,"NAN",879,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:02:30",218,12.9,36.52,"NAN",43.97,"NAN","NAN","NAN","NAN","NAN",561.3,"NAN",874,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:02:40",219,12.9,36.45,"NAN",43.88,"NAN","NAN","NAN","NAN","NAN",559.1,"NAN",870,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:02:50",220,12.9,36.39,"NAN",43.77,"NAN","NAN","NAN","NAN","NAN",556.7,"NAN",866,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:03:00",221,12.9,36.35,"NAN",43.66,"NAN","NAN","NAN","NAN","NAN",554.3,"NAN",861,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:03:10",222,12.9,36.28,"NAN",43.55,"NAN","NAN","NAN","NAN","NAN",551.5,"NAN",856,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:03:20",223,12.9,36.24,"NAN",43.47,"NAN","NAN","NAN","NAN","NAN",549.1,"NAN",853,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:03:30",224,12.9,36.18,"NAN",43.39,"NAN","NAN","NAN","NAN","NAN",546.6,"NAN",850,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:03:40",225,12.91,36.1,"NAN",43.3,"NAN","NAN","NAN","NAN","NAN",544.4,"NAN",846,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:03:50",226,12.9,36.03,"NAN",43.21,"NAN","NAN","NAN","NAN","NAN",541.4,"NAN",842,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:04:00",227,12.9,35.98,"NAN",43.13,"NAN","NAN","NAN","NAN","NAN",538.7,"NAN",839,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:04:10",228,12.9,35.92,"NAN",43.06,"NAN","NAN","NAN","NAN","NAN",535.6,"NAN",835,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:04:20",229,12.91,35.87,"NAN",42.97,"NAN","NAN","NAN","NAN","NAN",533.8,"NAN",831,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:04:30",230,12.9,35.82,"NAN",42.87,"NAN","NAN","NAN","NAN","NAN",531.5,"NAN",827,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:04:40",231,12.9,35.78,"NAN",42.77,"NAN","NAN","NAN","NAN","NAN",529.6,"NAN",823,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:04:50",232,12.9,35.72,"NAN",42.68,"NAN","NAN","NAN","NAN","NAN",527,"NAN",819,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:05:00",233,12.9,35.66,"NAN",42.61,"NAN","NAN","NAN","NAN","NAN",525,"NAN",816,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:05:10",234,12.9,35.61,"NAN",42.54,"NAN","NAN","NAN","NAN","NAN",522.7,"NAN",813,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:05:20",235,12.9,35.55,"NAN",42.48,"NAN","NAN","NAN","NAN","NAN",520.3,"NAN",810,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:05:30",236,12.9,35.49,"NAN",42.43,"NAN","NAN","NAN","NAN","NAN",517.9,"NAN",808,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:05:40",237,12.9,35.45,"NAN",42.34,"NAN","NAN","NAN","NAN","NAN",515.8,"NAN",804,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:05:50",238,12.9,35.39,"NAN",42.26,"NAN","NAN","NAN","NAN","NAN",513.7,"NAN",800,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:06:00",239,12.9,35.36,"NAN",42.15,"NAN","NAN","NAN","NAN","NAN",511.9,"NAN",796.3,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:06:10",240,12.9,35.31,"NAN",42.05,"NAN","NAN","NAN","NAN","NAN",510,"NAN",792.1,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:06:20",241,12.9,35.26,"NAN",41.96,"NAN","NAN","NAN","NAN","NAN",507.8,"NAN",787.9,"NAN","NAN","NAN","NAN","NAN"
"2020-01-17 13:06:30",242,12.91,35.21,"NAN",41.89,"NAN","NAN","NAN","NAN","NAN",505.6,"NAN",784.8,"NAN","NAN","NAN","NAN","NAN"
