TOA5,CR1000,CR1000,8841,CR1000.Std.25,CPU:lab6_CS.CR1,58691,CS
TIMESTAMP,RECORD,Batt_Volt_Min,T_CS,RH_CS,,,
TS,RN,Volts,degC,%,,,
,,Min,Smp,Smp,,,
2020-02-14 11:22,480,13.13,24.04,3.19,,,
2020-02-14 11:22,481,13.12,24.09,3.462,,,
2020-02-14 11:22,482,13.12,24.07,3.631,,,
2020-02-14 11:22,483,13.12,24.07,3.682,,,
2020-02-14 11:22,484,13.13,24.15,3.835,,,
2020-02-14 11:22,485,13.12,24.12,3.852,,,
2020-02-14 11:22,486,13.12,24.12,3.92,,,
2020-02-14 11:22,487,13.12,24.15,3.903,,,
2020-02-14 11:22,488,13.13,24.17,3.886,,,
2020-02-14 11:22,489,13.12,24.12,3.886,,,
2020-02-14 11:22,490,13.13,24.1,3.886,,,
2020-02-14 11:22,491,13.13,24.21,3.835,,,
2020-02-14 11:22,492,13.12,24.19,3.818,,,
2020-02-14 11:22,493,13.12,24.14,3.716,,,
2020-02-14 11:22,494,13.12,24.21,3.716,,,
2020-02-14 11:22,495,13.12,24.17,3.614,,,
2020-02-14 11:22,496,13.13,24.15,3.614,,,
2020-02-14 11:22,497,13.12,24.26,3.563,,,
2020-02-14 11:22,498,13.13,24.22,3.462,,,
2020-02-14 11:22,499,13.13,24.21,3.394,,,
2020-02-14 11:22,500,13.12,24.17,3.36,,,
2020-02-14 11:22,501,13.13,24.19,3.309,,,
2020-02-14 11:22,502,13.12,24.26,3.224,,,
2020-02-14 11:22,503,13.12,24.22,3.207,,,
2020-02-14 11:22,504,13.13,24.19,3.122,,,
2020-02-14 11:22,505,13.12,24.19,3.105,,,
2020-02-14 11:22,506,13.13,24.21,3.02,,,
2020-02-14 11:22,507,13.12,24.22,2.987,,,
2020-02-14 11:22,508,13.13,24.21,2.919,,,
2020-02-14 11:22,509,13.13,24.22,2.902,,,
2020-02-14 11:22,510,13.13,24.21,2.817,,,
2020-02-14 11:22,511,13.12,24.21,2.766,,,
2020-02-14 11:22,512,13.12,24.22,2.783,,,
2020-02-14 11:22,513,13.12,24.21,2.664,,,
2020-02-14 11:22,514,13.12,24.19,2.664,,,
2020-02-14 11:22,515,13.12,24.24,2.613,,,
2020-02-14 11:22,516,13.12,24.21,2.579,,,
2020-02-14 11:22,517,13.12,24.32,2.545,,,
2020-02-14 11:22,518,13.12,24.17,2.494,,,
2020-02-14 11:22,519,13.12,24.19,2.461,,,
2020-02-14 11:22,520,13.12,24.26,2.444,,,
2020-02-14 11:22,521,13.12,24.17,2.376,,,
2020-02-14 11:22,522,13.12,24.19,2.359,,,
2020-02-14 11:22,523,13.13,24.24,2.325,,,
2020-02-14 11:22,524,13.12,24.26,2.257,,,
2020-02-14 11:22,525,13.12,24.22,2.257,,,
2020-02-14 11:22,526,13.12,24.19,2.223,,,
2020-02-14 11:22,527,13.12,24.15,2.206,,,
2020-02-14 11:22,528,13.13,24.21,2.172,,,
2020-02-14 11:22,529,13.12,24.22,2.121,,,
2020-02-14 11:22,530,13.12,24.26,2.104,,,
2020-02-14 11:22,531,13.12,24.19,2.104,,,
2020-02-14 11:22,532,13.12,24.17,2.036,,,
2020-02-14 11:22,533,13.12,24.22,2.019,,,
2020-02-14 11:23,534,13.13,24.22,1.985,,,
2020-02-14 11:23,535,13.12,24.24,1.951,,,
2020-02-14 11:23,536,13.12,24.19,1.968,,,
2020-02-14 11:23,537,13.12,24.12,1.918,,,
2020-02-14 11:23,538,13.12,24.22,1.934,,,
2020-02-14 11:23,539,13.12,24.26,1.867,,,
2020-02-14 11:23,540,13.13,24.22,1.85,,,
2020-02-14 11:23,541,13.12,24.17,1.833,,,
2020-02-14 11:23,542,13.12,24.15,1.799,,,
2020-02-14 11:23,543,13.13,24.26,1.816,,,
2020-02-14 11:23,544,13.12,24.22,1.765,,,
2020-02-14 11:23,545,13.12,24.22,1.697,,,
2020-02-14 11:23,546,13.12,24.19,1.731,,,
2020-02-14 11:23,547,13.12,24.14,1.714,,,
2020-02-14 11:23,548,13.12,24.24,1.663,,,
2020-02-14 11:23,549,13.12,24.24,1.697,,,
2020-02-14 11:23,550,13.12,24.19,1.646,,,
2020-02-14 11:23,551,13.12,24.19,1.663,,,
2020-02-14 11:23,552,13.12,24.17,1.629,,,
2020-02-14 11:23,553,13.12,24.24,1.595,,,
2020-02-14 11:23,554,13.11,24.24,1.612,,,
2020-02-14 11:23,555,13.12,24.19,1.561,,,
2020-02-14 11:23,556,13.11,24.19,1.595,,,
2020-02-14 11:23,557,13.11,24.19,1.561,,,
2020-02-14 11:23,558,13.12,24.24,1.544,,,
2020-02-14 11:23,559,13.11,24.26,1.51,,,
2020-02-14 11:23,560,13.12,24.17,1.493,,,
2020-02-14 11:23,561,13.12,24.21,1.51,,,
2020-02-14 11:23,562,13.12,24.16,1.459,,,
2020-02-14 11:23,563,13.11,24.16,1.459,,,
2020-02-14 11:23,564,13.11,24.21,1.459,,,
2020-02-14 11:23,565,13.11,24.17,1.442,,,
2020-02-14 11:23,566,13.12,24.17,1.425,,,
2020-02-14 11:23,567,13.12,24.19,1.425,,,
2020-02-14 11:23,568,13.12,24.17,1.408,,,
2020-02-14 11:23,569,13.12,24.16,1.408,,,
2020-02-14 11:23,570,13.11,24.1,1.374,,,
2020-02-14 11:23,571,13.12,24.12,1.358,,,
2020-02-14 11:23,572,13.12,24.19,1.374,,,
2020-02-14 11:23,573,13.11,24.22,1.341,,,
2020-02-14 11:23,574,13.12,24.17,1.341,,,
2020-02-14 11:23,575,13.12,24.1,1.307,,,
2020-02-14 11:23,576,13.12,24.14,1.307,,,
2020-02-14 11:23,577,13.11,24.21,1.324,,,
2020-02-14 11:23,578,13.12,24.17,1.307,,,
2020-02-14 11:23,579,13.12,24.14,1.29,,,
2020-02-14 11:23,580,13.11,24.1,1.273,,,
2020-02-14 11:23,581,13.12,24.07,1.273,,,
2020-02-14 11:23,582,13.12,24.19,1.29,,,
2020-02-14 11:23,583,13.12,24.16,1.239,,,
2020-02-14 11:23,584,13.11,24.09,1.239,,,
2020-02-14 11:23,585,13.12,24.05,1.222,,,
2020-02-14 11:23,586,13.1,24.14,1.222,,,
2020-02-14 11:23,587,13.12,24.07,1.222,,,
2020-02-14 11:23,588,13.12,24.04,1.222,,,
2020-02-14 11:23,589,13.1,24.07,1.188,,,
2020-02-14 11:23,590,13.13,24.09,1.154,,,
2020-02-14 11:23,591,13.13,24.09,1.171,,,
2020-02-14 11:23,592,13.12,24.05,1.205,,,
2020-02-14 11:23,593,13.11,24.19,1.171,,,
2020-02-14 11:24,594,13.11,24.16,1.154,,,
2020-02-14 11:24,595,13.13,24.16,1.171,,,
2020-02-14 11:24,596,13.12,24.05,1.154,,,
2020-02-14 11:24,597,13.12,24.04,1.171,,,
2020-02-14 11:24,598,13.12,24.05,1.137,,,
2020-02-14 11:24,599,13.12,24.07,1.12,,,
2020-02-14 11:24,600,13.12,24.16,1.154,,,
2020-02-14 11:24,601,13.12,24.07,1.137,,,
2020-02-14 11:24,602,13.12,24.02,1.103,,,
2020-02-14 11:24,603,13.11,24.07,1.086,,,
2020-02-14 11:24,604,13.12,24.09,1.086,,,
2020-02-14 11:24,605,13.12,24.12,1.12,,,
2020-02-14 11:24,606,13.12,24.07,1.086,,,
2020-02-14 11:24,607,13.11,24.05,1.086,,,
2020-02-14 11:24,608,13.11,24.07,1.103,,,
2020-02-14 11:24,609,13.12,24.09,1.069,,,
2020-02-14 11:24,610,13.11,24.17,1.086,,,
2020-02-14 11:24,611,13.12,24.09,1.086,,,
2020-02-14 11:24,612,13.12,24.04,1.052,,,
2020-02-14 11:24,613,13.14,24.05,1.052,,,
2020-02-14 11:24,614,13.14,24.1,1.035,,,
2020-02-14 11:24,615,13.13,24.12,1.052,,,
2020-02-14 11:24,616,13.13,24.05,1.035,,,
2020-02-14 11:24,617,13.11,24,1.035,,,
2020-02-14 11:24,618,13.1,24.05,1.035,,,
2020-02-14 11:24,619,13.12,24.09,1.018,,,
2020-02-14 11:24,620,13.11,24.1,1.035,,,
2020-02-14 11:24,621,13.12,24,1.018,,,
2020-02-14 11:24,622,13.12,23.99,1.018,,,
2020-02-14 11:24,623,13.11,23.99,1.035,,,
2020-02-14 11:24,624,13.11,24.12,1.018,,,
2020-02-14 11:24,625,13.11,24,0.984,,,
2020-02-14 11:24,626,13.11,24.05,1.001,,,
2020-02-14 11:24,627,13.11,24,0.984,,,
2020-02-14 11:24,628,13.11,24.04,0.984,,,
2020-02-14 11:24,629,13.11,24.02,1.001,,,
2020-02-14 11:24,630,13.1,24,0.984,,,
2020-02-14 11:24,631,13.11,24,1.001,,,
2020-02-14 11:24,632,13.11,24.07,0.984,,,
2020-02-14 11:24,633,13.11,24.07,0.984,,,
2020-02-14 11:24,634,13.11,24.14,0.933,,,
2020-02-14 11:24,635,13.12,24.09,0.95,,,
2020-02-14 11:24,636,13.11,23.99,1.001,,,
2020-02-14 11:24,637,13.1,24,0.967,,,
2020-02-14 11:24,638,13.1,24.02,0.95,,,
2020-02-14 11:24,639,13.1,24.04,0.933,,,
2020-02-14 11:24,640,13.1,23.99,0.95,,,
2020-02-14 11:24,641,13.1,24,0.95,,,
2020-02-14 11:24,642,13.1,24.02,0.95,,,
2020-02-14 11:24,643,13.11,24,0.916,,,
2020-02-14 11:24,644,13.12,24,0.933,,,
2020-02-14 11:24,645,13.1,23.99,0.933,,,
2020-02-14 11:24,646,13.1,23.99,0.916,,,
2020-02-14 11:24,647,13.1,24.04,0.916,,,
2020-02-14 11:24,648,13.11,24.02,0.933,,,
2020-02-14 11:24,649,13.1,23.99,0.95,,,
2020-02-14 11:24,650,13.11,24.04,0.916,,,
2020-02-14 11:24,651,13.1,24.05,0.882,,,
2020-02-14 11:24,652,13.1,24.04,0.899,,,
2020-02-14 11:24,653,13.1,24.02,0.916,,,
2020-02-14 11:25,654,13.1,23.99,0.899,,,
2020-02-14 11:25,655,13.1,24.04,0.916,,,
2020-02-14 11:25,656,13.1,24.02,0.899,,,
2020-02-14 11:25,657,13.1,24.04,0.933,,,
2020-02-14 11:25,658,13.11,24,0.899,,,
2020-02-14 11:25,659,13.11,23.97,0.899,,,
2020-02-14 11:25,660,13.1,24.04,0.865,,,
2020-02-14 11:25,661,13.11,24,0.865,,,
2020-02-14 11:25,662,13.1,24.02,0.916,,,
2020-02-14 11:25,663,13.1,23.99,0.882,,,
2020-02-14 11:25,664,13.11,24,0.865,,,
2020-02-14 11:25,665,13.1,24,0.882,,,
2020-02-14 11:25,666,13.1,24.02,0.865,,,
2020-02-14 11:25,667,13.1,24.04,0.899,,,
2020-02-14 11:25,668,13.11,23.97,0.865,,,
2020-02-14 11:25,669,13.1,23.99,0.865,,,
2020-02-14 11:25,670,13.1,23.92,0.882,,,
2020-02-14 11:25,671,13.1,23.99,0.882,,,
2020-02-14 11:25,672,13.1,24.02,0.865,,,
2020-02-14 11:25,673,13.1,23.9,0.865,,,
2020-02-14 11:25,674,13.1,23.92,0.848,,,
2020-02-14 11:25,675,13.11,24.04,0.882,,,
2020-02-14 11:25,676,13.1,24.04,0.831,,,
2020-02-14 11:25,677,13.1,23.99,0.831,,,
2020-02-14 11:25,678,13.1,23.92,0.882,,,
2020-02-14 11:25,679,13.1,24.05,0.865,,,
2020-02-14 11:25,680,13.1,24.04,0.848,,,
2020-02-14 11:25,681,13.11,23.97,0.848,,,
2020-02-14 11:25,682,13.11,23.95,0.831,,,
2020-02-14 11:25,683,13.11,23.92,0.848,,,
2020-02-14 11:25,684,13.11,23.93,0.865,,,
2020-02-14 11:25,685,13.1,23.97,0.848,,,
2020-02-14 11:25,686,13.1,23.97,0.848,,,
2020-02-14 11:25,687,13.1,23.99,0.815,,,
2020-02-14 11:25,688,13.1,23.93,0.848,,,
2020-02-14 11:25,689,13.1,23.93,0.831,,,
2020-02-14 11:25,690,13.11,23.99,0.865,,,
2020-02-14 11:25,691,13.1,23.97,0.831,,,
2020-02-14 11:25,692,13.1,23.92,0.815,,,
2020-02-14 11:25,693,13.1,23.99,0.848,,,
2020-02-14 11:25,694,13.1,23.93,0.815,,,
2020-02-14 11:25,695,13.1,23.95,0.848,,,
2020-02-14 11:25,696,13.09,23.97,0.815,,,
2020-02-14 11:25,697,13.1,23.95,0.815,,,
2020-02-14 11:25,698,13.1,23.93,0.831,,,
2020-02-14 11:25,699,13.11,23.93,0.848,,,
2020-02-14 11:25,700,13.1,23.93,0.815,,,
2020-02-14 11:25,701,13.1,23.95,0.815,,,
2020-02-14 11:25,702,13.1,23.95,0.865,,,
2020-02-14 11:25,703,13.1,23.95,0.882,,,
2020-02-14 11:25,704,13.1,23.92,0.815,,,
2020-02-14 11:25,705,13.1,23.93,0.781,,,
2020-02-14 11:25,706,13.09,23.99,0.815,,,
2020-02-14 11:25,707,13.1,23.92,0.764,,,
2020-02-14 11:25,708,13.1,23.93,0.798,,,
2020-02-14 11:25,709,13.1,23.9,0.815,,,
2020-02-14 11:25,710,13.1,23.93,0.781,,,
2020-02-14 11:25,711,13.1,23.93,0.781,,,
2020-02-14 11:25,712,13.1,23.93,0.798,,,
2020-02-14 11:25,713,13.09,23.93,0.815,,,
2020-02-14 11:26,714,13.1,23.9,0.848,,,
2020-02-14 11:26,715,13.1,23.92,0.781,,,
2020-02-14 11:26,716,13.1,23.97,0.865,,,
2020-02-14 11:26,717,13.1,23.99,0.848,,,
2020-02-14 11:26,718,13.1,23.92,0.848,,,
2020-02-14 11:26,719,13.1,23.93,0.831,,,
2020-02-14 11:26,720,13.1,23.93,0.848,,,
2020-02-14 11:26,721,13.1,24,0.848,,,
2020-02-14 11:26,722,13.1,23.95,0.848,,,
2020-02-14 11:26,723,13.1,23.93,0.865,,,
2020-02-14 11:26,724,13.1,23.9,0.882,,,
2020-02-14 11:26,725,13.1,23.93,0.865,,,
2020-02-14 11:26,726,13.09,23.95,0.848,,,
2020-02-14 11:26,727,13.1,23.99,0.831,,,
2020-02-14 11:26,728,13.1,23.93,0.848,,,
2020-02-14 11:26,729,13.1,23.88,0.882,,,
2020-02-14 11:26,730,13.1,23.95,0.848,,,
2020-02-14 11:26,731,13.1,23.95,0.815,,,
2020-02-14 11:26,732,13.09,23.97,0.865,,,
2020-02-14 11:26,733,13.09,23.87,0.865,,,
2020-02-14 11:26,734,13.1,23.87,0.848,,,
2020-02-14 11:26,735,13.09,23.88,0.848,,,
2020-02-14 11:26,736,13.1,23.88,0.865,,,
2020-02-14 11:26,737,13.1,23.88,0.831,,,
2020-02-14 11:26,738,13.09,23.88,0.815,,,
2020-02-14 11:26,739,13.1,23.88,0.848,,,
2020-02-14 11:26,740,13.1,23.85,0.831,,,
2020-02-14 11:26,741,13.1,23.88,0.831,,,
2020-02-14 11:26,742,13.1,23.95,0.831,,,
2020-02-14 11:26,743,13.1,23.95,0.798,,,
2020-02-14 11:26,744,13.1,23.88,0.831,,,
2020-02-14 11:26,745,13.09,23.87,0.815,,,
2020-02-14 11:26,746,13.1,23.87,0.831,,,
2020-02-14 11:26,747,13.09,23.88,0.831,,,
2020-02-14 11:26,748,13.09,23.88,0.831,,,
2020-02-14 11:26,749,13.1,23.85,0.831,,,
2020-02-14 11:26,750,13.09,23.9,0.831,,,
2020-02-14 11:26,751,13.09,23.93,0.848,,,
2020-02-14 11:26,752,13.1,23.87,0.815,,,
2020-02-14 11:26,753,13.09,23.9,0.831,,,
2020-02-14 11:26,754,13.09,23.87,0.831,,,
2020-02-14 11:26,755,13.09,23.9,0.831,,,
2020-02-14 11:26,756,13.1,23.87,0.815,,,
2020-02-14 11:26,757,13.1,23.87,0.831,,,
2020-02-14 11:26,758,13.1,23.88,0.831,,,
2020-02-14 11:26,759,13.09,23.87,0.815,,,
2020-02-14 11:26,760,13.09,23.9,0.848,,,
2020-02-14 11:26,761,13.09,23.87,0.798,,,
2020-02-14 11:26,762,13.09,23.87,0.848,,,
2020-02-14 11:26,763,13.09,23.85,0.831,,,
2020-02-14 11:26,764,13.09,23.87,0.764,,,
2020-02-14 11:26,765,13.1,23.9,0.815,,,
2020-02-14 11:26,766,13.1,23.87,0.815,,,
2020-02-14 11:26,767,13.1,23.88,0.781,,,
2020-02-14 11:26,768,13.09,23.87,0.815,,,
2020-02-14 11:26,769,13.09,23.88,0.798,,,
2020-02-14 11:26,770,13.1,23.88,0.798,,,
2020-02-14 11:26,771,13.09,23.88,0.831,,,
2020-02-14 11:26,772,13.09,23.87,0.798,,,
2020-02-14 11:26,773,13.09,23.87,0.781,,,
2020-02-14 11:27,774,13.09,23.87,0.764,,,
2020-02-14 11:27,775,13.09,23.85,0.815,,,
2020-02-14 11:27,776,13.09,23.88,0.798,,,
2020-02-14 11:27,777,13.1,23.87,0.781,,,
2020-02-14 11:27,778,13.09,23.92,0.815,,,
2020-02-14 11:27,779,13.09,23.85,0.764,,,
2020-02-14 11:27,780,13.09,23.87,0.798,,,
2020-02-14 11:27,781,13.09,23.88,0.798,,,
2020-02-14 11:27,782,13.09,23.87,0.798,,,
2020-02-14 11:27,783,13.09,23.88,0.781,,,
2020-02-14 11:27,784,13.1,23.87,0.798,,,
2020-02-14 11:27,785,13.09,23.88,0.815,,,
2020-02-14 11:27,786,13.1,23.92,0.831,,,
2020-02-14 11:27,787,13.09,23.88,0.798,,,
2020-02-14 11:27,788,13.09,23.85,0.798,,,
2020-02-14 11:27,789,13.09,23.88,0.798,,,
2020-02-14 11:27,790,13.08,23.87,0.798,,,
2020-02-14 11:27,791,13.09,23.92,0.815,,,
2020-02-14 11:27,792,13.09,23.85,0.798,,,
2020-02-14 11:27,793,13.09,23.88,0.764,,,
2020-02-14 11:27,794,13.09,23.87,0.781,,,
2020-02-14 11:27,795,13.09,23.9,0.764,,,
2020-02-14 11:27,796,13.09,23.87,0.764,,,
2020-02-14 11:27,797,13.09,23.87,0.764,,,
2020-02-14 11:27,798,13.09,23.87,0.781,,,
2020-02-14 11:27,799,13.09,23.83,0.781,,,
2020-02-14 11:27,800,13.09,23.8,0.747,,,
2020-02-14 11:27,801,13.09,23.88,0.781,,,
2020-02-14 11:27,802,13.09,23.85,0.764,,,
2020-02-14 11:27,803,13.1,23.88,0.781,,,
2020-02-14 11:27,804,13.09,23.87,0.781,,,
2020-02-14 11:27,805,13.08,23.78,0.764,,,
2020-02-14 11:27,806,13.09,23.87,0.747,,,
2020-02-14 11:27,807,13.08,23.9,0.781,,,
2020-02-14 11:27,808,13.09,23.87,0.798,,,
2020-02-14 11:27,809,13.09,23.83,0.781,,,
2020-02-14 11:27,810,13.09,23.8,0.781,,,
2020-02-14 11:27,811,13.09,23.9,0.764,,,
2020-02-14 11:27,812,13.1,23.75,0.798,,,
2020-02-14 11:27,813,13.09,23.82,0.781,,,
2020-02-14 11:27,814,13.09,23.87,0.764,,,
2020-02-14 11:27,815,13.09,23.8,0.747,,,
2020-02-14 11:27,816,13.09,23.78,0.781,,,
2020-02-14 11:27,817,13.09,23.78,0.798,,,
2020-02-14 11:27,818,13.09,23.83,0.781,,,
2020-02-14 11:27,819,13.08,23.87,0.798,,,
2020-02-14 11:27,820,13.09,23.83,0.764,,,
2020-02-14 11:27,821,13.09,23.77,0.747,,,
2020-02-14 11:27,822,13.09,23.8,0.747,,,
2020-02-14 11:27,823,13.09,23.83,0.781,,,
2020-02-14 11:27,824,13.09,23.82,0.73,,,
2020-02-14 11:27,825,13.1,23.82,0.73,,,
2020-02-14 11:27,826,13.08,23.78,0.747,,,
2020-02-14 11:27,827,13.08,23.88,0.764,,,
2020-02-14 11:27,828,13.09,23.87,0.764,,,
2020-02-14 11:27,829,13.09,23.88,0.73,,,
2020-02-14 11:27,830,13.09,23.82,0.747,,,
2020-02-14 11:27,831,13.09,23.78,0.73,,,
2020-02-14 11:27,832,13.08,23.8,0.764,,,
2020-02-14 11:27,833,13.09,23.82,0.764,,,
2020-02-14 11:28,834,13.09,23.78,0.764,,,
2020-02-14 11:28,835,13.09,23.87,0.747,,,
2020-02-14 11:28,836,13.09,23.78,0.73,,,
2020-02-14 11:28,837,13.09,23.78,0.747,,,
2020-02-14 11:28,838,13.09,23.78,0.781,,,
2020-02-14 11:28,839,13.09,23.8,0.764,,,
2020-02-14 11:28,840,13.09,23.83,0.764,,,
2020-02-14 11:28,841,13.09,23.8,0.713,,,
2020-02-14 11:28,842,13.08,23.8,0.747,,,
2020-02-14 11:28,843,13.08,23.78,0.764,,,
2020-02-14 11:28,844,13.09,23.7,0.713,,,
2020-02-14 11:28,845,13.09,23.85,0.73,,,
2020-02-14 11:28,846,13.09,23.78,0.73,,,
2020-02-14 11:28,847,13.08,23.82,0.764,,,
2020-02-14 11:28,848,13.09,23.77,0.764,,,
2020-02-14 11:28,849,13.08,23.71,0.73,,,
2020-02-14 11:28,850,13.09,23.87,0.73,,,
2020-02-14 11:28,851,13.09,23.78,0.73,,,
2020-02-14 11:28,852,13.08,23.82,0.764,,,
2020-02-14 11:28,853,13.09,23.77,0.781,,,
2020-02-14 11:28,854,13.08,23.73,0.73,,,
2020-02-14 11:28,855,13.08,23.75,0.747,,,
2020-02-14 11:28,856,13.08,23.8,0.747,,,
2020-02-14 11:28,857,13.08,23.82,0.764,,,
2020-02-14 11:28,858,13.09,23.73,0.764,,,
2020-02-14 11:28,859,13.08,23.73,0.73,,,
2020-02-14 11:28,860,13.08,23.75,0.73,,,
2020-02-14 11:28,861,13.08,23.77,0.713,,,
2020-02-14 11:28,862,13.08,23.71,0.747,,,
2020-02-14 11:28,863,13.08,23.78,0.73,,,
2020-02-14 11:28,864,13.08,23.82,0.696,,,
2020-02-14 11:28,865,13.08,23.75,0.73,,,
2020-02-14 11:28,866,13.08,23.83,0.73,,,
2020-02-14 11:28,867,13.09,23.77,0.73,,,
2020-02-14 11:28,868,13.08,23.7,0.696,,,
2020-02-14 11:28,869,13.08,23.75,0.713,,,
2020-02-14 11:28,870,13.08,23.82,0.696,,,
2020-02-14 11:28,871,13.08,23.77,0.747,,,
2020-02-14 11:28,872,13.09,23.7,0.73,,,
2020-02-14 11:28,873,13.09,23.75,0.696,,,
2020-02-14 11:28,874,13.08,23.82,0.696,,,
2020-02-14 11:28,875,13.09,23.77,0.713,,,
2020-02-14 11:28,876,13.09,23.75,0.747,,,
2020-02-14 11:28,877,13.09,23.78,0.696,,,
2020-02-14 11:28,878,13.08,23.75,0.696,,,
2020-02-14 11:28,879,13.09,23.71,0.696,,,
2020-02-14 11:28,880,13.09,23.8,0.713,,,
2020-02-14 11:28,881,13.08,23.75,0.73,,,
2020-02-14 11:28,882,13.08,23.71,0.713,,,
2020-02-14 11:28,883,13.08,23.75,0.713,,,
2020-02-14 11:28,884,13.08,23.77,0.73,,,
2020-02-14 11:28,885,13.09,23.8,0.713,,,
2020-02-14 11:28,886,13.08,23.73,0.713,,,
2020-02-14 11:28,887,13.08,23.71,0.73,,,
2020-02-14 11:28,888,13.08,23.77,0.73,,,
2020-02-14 11:28,889,13.09,23.77,0.747,,,
2020-02-14 11:28,890,13.08,23.8,0.713,,,
2020-02-14 11:28,891,13.08,23.7,0.713,,,
2020-02-14 11:28,892,13.08,23.75,0.713,,,
2020-02-14 11:28,893,13.08,23.75,0.713,,,
2020-02-14 11:29,894,13.08,23.78,0.73,,,
2020-02-14 11:29,895,13.08,23.7,0.73,,,
2020-02-14 11:29,896,13.08,23.71,0.696,,,
2020-02-14 11:29,897,13.08,23.77,0.73,,,
2020-02-14 11:29,898,13.09,23.78,0.696,,,
2020-02-14 11:29,899,13.08,23.75,0.713,,,
2020-02-14 11:29,900,13.08,23.71,0.713,,,
2020-02-14 11:29,901,13.08,23.75,0.73,,,
2020-02-14 11:29,902,13.07,23.77,0.713,,,
2020-02-14 11:29,903,13.08,23.77,0.747,,,
2020-02-14 11:29,904,13.08,23.75,0.713,,,
2020-02-14 11:29,905,13.08,23.75,0.713,,,
2020-02-14 11:29,906,13.09,23.73,0.73,,,
2020-02-14 11:29,907,13.08,23.77,0.747,,,
2020-02-14 11:29,908,13.08,23.73,0.713,,,
2020-02-14 11:29,909,13.08,23.73,0.73,,,
2020-02-14 11:29,910,13.08,23.83,0.696,,,
2020-02-14 11:29,911,13.1,23.88,1.391,,,
2020-02-14 11:29,912,13.11,23.88,2.206,,,
2020-02-14 11:29,913,13.08,23.88,4.073,,,
2020-02-14 11:29,914,13.08,23.87,5.125,,,
2020-02-14 11:29,915,13.07,23.92,7.483,,,
2020-02-14 11:29,916,13.08,23.87,8.6,,,
2020-02-14 11:29,917,13.08,23.88,10.93,,,
2020-02-14 11:29,918,13.08,23.88,12.15,,,
2020-02-14 11:29,919,13.08,23.87,14.34,,,
2020-02-14 11:29,920,13.08,23.95,15.29,,,
2020-02-14 11:29,921,13.08,23.92,17.56,,,
2020-02-14 11:29,922,13.08,23.87,19.62,,,
2020-02-14 11:29,923,13.08,23.85,20.57,,,
2020-02-14 11:29,924,13.08,23.9,22.03,,,
2020-02-14 11:29,925,13.08,23.95,22.64,,,
2020-02-14 11:29,926,13.08,23.87,23.74,,,
2020-02-14 11:29,927,13.08,23.87,24.33,,,
2020-02-14 11:29,928,13.08,23.87,25.56,,,
2020-02-14 11:29,929,13.07,23.87,26.17,,,
2020-02-14 11:29,930,13.07,23.87,27.32,,,
2020-02-14 11:29,931,13.08,23.85,27.97,,,
2020-02-14 11:29,932,13.07,23.83,28.37,,,
2020-02-14 11:29,933,13.09,23.87,28.9,,,
2020-02-14 11:29,934,13.1,23.87,29.1,,,
2020-02-14 11:29,935,13.08,23.83,29.37,,,
2020-02-14 11:29,936,13.08,23.85,29.49,,,
2020-02-14 11:29,937,13.08,23.83,29.73,,,
2020-02-14 11:29,938,13.08,23.9,29.82,,,
2020-02-14 11:29,939,13.08,23.83,30,,,
2020-02-14 11:29,940,13.08,23.85,30,,,
2020-02-14 11:29,941,13.07,23.85,30.1,,,
2020-02-14 11:29,942,13.07,23.87,30.17,,,
2020-02-14 11:29,943,13.08,23.85,30.21,,,
2020-02-14 11:29,944,13.07,23.87,30.22,,,
2020-02-14 11:29,945,13.08,23.83,30.26,,,
2020-02-14 11:29,946,13.07,23.87,30.31,,,
2020-02-14 11:29,947,13.07,23.85,30.27,,,
2020-02-14 11:29,948,13.08,23.8,30.32,,,
2020-02-14 11:29,949,13.08,23.77,30.31,,,
2020-02-14 11:29,950,13.08,23.75,30.32,,,
2020-02-14 11:29,951,13.07,23.82,30.36,,,
2020-02-14 11:29,952,13.08,23.82,30.36,,,
2020-02-14 11:29,953,13.07,23.78,30.34,,,
2020-02-14 11:30,954,13.08,23.77,30.36,,,
2020-02-14 11:30,955,13.07,23.75,30.39,,,
2020-02-14 11:30,956,13.08,23.83,30.44,,,
2020-02-14 11:30,957,13.07,23.83,30.41,,,
2020-02-14 11:30,958,13.07,23.77,30.44,,,
2020-02-14 11:30,959,13.07,23.73,30.46,,,
2020-02-14 11:30,960,13.07,23.77,30.44,,,
2020-02-14 11:30,961,13.07,23.78,30.49,,,
2020-02-14 11:30,962,13.08,23.82,30.48,,,
2020-02-14 11:30,963,13.07,23.7,30.51,,,
2020-02-14 11:30,964,13.08,23.73,30.56,,,
2020-02-14 11:30,965,13.07,23.75,30.61,,,
2020-02-14 11:30,966,13.07,23.71,30.65,,,
2020-02-14 11:30,967,13.07,23.7,30.66,,,
2020-02-14 11:30,968,13.07,23.7,30.7,,,
2020-02-14 11:30,969,13.07,23.75,30.77,,,
2020-02-14 11:30,970,13.07,23.75,30.85,,,
2020-02-14 11:30,971,13.08,23.71,30.9,,,
2020-02-14 11:30,972,13.07,23.7,30.97,,,
2020-02-14 11:30,973,13.07,23.73,31,,,
2020-02-14 11:30,974,13.07,23.77,31.09,,,
2020-02-14 11:30,975,13.08,23.7,31.12,,,
